Textbox9
"Año: 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"

Año,Mes_Ordenado,Día,Textbox17,Capacidad_Efectiva_Neta,Textbox26,Generación,Textbox13,Textbox15,Textbox16,Capacidad_Efectiva_Neta1,Generación1
2012,01-Enero,8,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"135,856",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,9,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"138,372",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,10,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"161,862",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,11,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"164,507",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,12,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"167,065",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,13,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"167,873",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,14,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"157,709",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,15,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"139,177",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,16,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"162,309",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,17,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"163,540",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,18,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"164,202",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,19,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"162,863",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,20,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"162,722",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,21,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"153,799",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,22,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"136,856",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,23,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"161,887",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,24,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"162,395",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,25,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"163,971",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,26,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"163,617",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,27,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"164,727",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,28,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"156,351",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,29,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"138,795",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,30,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"162,074",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,01-Enero,31,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"164,751",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,1,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"162,807",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,2,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"164,660",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,3,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"164,651",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,4,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"156,373",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,5,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"137,601",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,6,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"162,945",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,7,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"165,477",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,8,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"165,931",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,9,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"165,176",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,10,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"166,138",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,11,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"156,334",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,12,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"138,332",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,13,Capacidad Efectiva Neta (MV),"14.427,480",Generación (GWh),"164,402",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,14,Capacidad Efectiva Neta (MV),"14.425,880",Generación (GWh),"166,294",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,15,Capacidad Efectiva Neta (MV),"14.425,880",Generación (GWh),"165,153",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,16,Capacidad Efectiva Neta (MV),"14.425,880",Generación (GWh),"165,618",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,17,Capacidad Efectiva Neta (MV),"14.425,880",Generación (GWh),"164,771",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,18,Capacidad Efectiva Neta (MV),"14.425,880",Generación (GWh),"154,928",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,19,Capacidad Efectiva Neta (MV),"14.425,880",Generación (GWh),"136,751",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,20,Capacidad Efectiva Neta (MV),"14.425,880",Generación (GWh),"160,352",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,21,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"164,433",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,22,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"166,822",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,23,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"167,587",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,24,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"169,290",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,25,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"159,074",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,26,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"142,048",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,27,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"167,196",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,28,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"169,446",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,02-Febrero,29,Capacidad Efectiva Neta (MV),"14.366,180",Generación (GWh),"168,914",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,1,Capacidad Efectiva Neta (MV),"14.351,180",Generación (GWh),"169,232",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,2,Capacidad Efectiva Neta (MV),"14.351,180",Generación (GWh),"171,621",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,3,Capacidad Efectiva Neta (MV),"14.351,180",Generación (GWh),"160,344",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,4,Capacidad Efectiva Neta (MV),"14.351,180",Generación (GWh),"143,682",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,5,Capacidad Efectiva Neta (MV),"14.351,180",Generación (GWh),"168,603",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,6,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"170,430",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,7,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"172,140",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,8,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"170,667",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,9,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"170,731",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,10,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"159,726",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,11,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"142,232",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,12,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"166,655",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,13,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"167,464",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,14,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"169,098",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,15,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,952",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,16,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,644",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,17,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"159,422",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,18,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"140,015",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,19,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"143,100",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,20,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"166,423",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,21,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"168,028",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,22,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"166,809",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,23,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"167,870",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,24,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"158,235",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,25,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"140,997",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,26,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"165,914",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,27,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"168,811",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,28,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"169,647",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,29,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,679",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,30,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"170,561",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,03-Marzo,31,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"160,921",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,1,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"144,296",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,2,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"166,479",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,3,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"166,667",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,4,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"163,396",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,5,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"139,242",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,6,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"126,583",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,7,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"140,156",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,8,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"135,611",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,9,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"162,849",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,10,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"168,573",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,11,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"168,769",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,12,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"165,181",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,13,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"165,382",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,14,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"158,987",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,15,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"142,788",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,16,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"166,998",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,17,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"169,288",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,18,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"167,029",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,19,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"167,091",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,20,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"169,181",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,21,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"159,607",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,22,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"143,250",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,23,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"167,315",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,24,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"169,194",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,25,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"170,372",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,26,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,884",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,27,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"170,104",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,28,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"161,019",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,29,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"142,015",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,04-Abril,30,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"164,587",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,1,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"142,390",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,2,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"163,390",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,3,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"167,456",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,4,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"165,347",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,5,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"156,267",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,6,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"141,140",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,7,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"163,875",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,8,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"168,064",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,9,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"169,152",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,10,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,001",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,11,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,787",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,12,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"161,203",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,13,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"140,716",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,14,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"167,030",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,15,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,715",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,16,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"174,019",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,17,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"174,004",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,18,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"173,978",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,19,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"162,174",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,20,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"139,523",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,21,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"145,279",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,22,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"168,873",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,23,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"171,402",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,24,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"174,186",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,25,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"173,328",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,26,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"164,260",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,27,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"145,492",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,28,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"172,680",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,29,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"174,379",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,30,Capacidad Efectiva Neta (MV),"14.349,180",Generación (GWh),"173,204",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,05-Mayo,31,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"174,280",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,1,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"171,843",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,2,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"162,719",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,3,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"145,921",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,4,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"171,114",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,5,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"173,800",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,6,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"176,541",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,7,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"177,669",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,8,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"174,222",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,9,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"165,031",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,10,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"147,205",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,11,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"148,806",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,12,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"169,088",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,13,Capacidad Efectiva Neta (MV),"14.369,080",Generación (GWh),"171,653",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,14,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"171,663",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,15,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"172,840",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,16,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"158,746",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,17,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"137,442",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,18,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"146,314",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,19,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"172,344",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,20,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"174,030",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,21,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"169,610",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
2012,06-Junio,22,Capacidad Efectiva Neta (MV),"14.388,980",Generación (GWh),"173,146",Total 2012,"14.414,138","59.988,859","19.326,117","1.179.405,046"
