Textbox9
"Año: 2000, 2001, 2002, 2003, 2004, 2005, 2006, 2007, 2008, 2009, 2010, 2011, 2012, 2013, 2014, 2015, 2016, 2017, 2018, 2019, 2020"

Año,Mes_Ordenado,Día,Textbox17,Capacidad_Efectiva_Neta,Textbox26,Generación,Textbox13,Textbox15,Textbox16,Capacidad_Efectiva_Neta1,Generación1
2020,01-Enero,1,Capacidad Efectiva Neta (MV),"17.562,244",Generación (GWh),"153,582",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,2,Capacidad Efectiva Neta (MV),"17.562,244",Generación (GWh),"177,342",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,3,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"187,103",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,4,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"181,253",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,5,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"165,862",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,6,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"167,117",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,7,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"188,294",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,8,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"193,515",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,9,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"197,583",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,10,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"200,343",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,11,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"193,692",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,12,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"178,487",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,13,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"201,698",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,14,Capacidad Efectiva Neta (MV),"17.603,244",Generación (GWh),"204,566",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,15,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"206,732",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,16,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"208,907",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,17,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"209,675",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,18,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"200,870",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,19,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"179,115",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,20,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"203,234",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,21,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"201,684",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,22,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"198,570",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,23,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"198,008",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,24,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"203,156",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,25,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"192,584",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,26,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"174,896",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,27,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"201,211",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,28,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"203,726",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,29,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"205,533",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,30,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"205,790",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,01-Enero,31,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"205,718",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,1,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"197,263",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,2,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"179,212",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,3,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"205,132",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,4,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"205,451",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,5,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"204,875",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,6,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"207,250",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,7,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"208,007",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,8,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"200,469",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,9,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"177,417",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,10,Capacidad Efectiva Neta (MV),"17.605,244",Generación (GWh),"207,488",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,11,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"210,707",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,12,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"212,213",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,13,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"214,780",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,14,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"214,179",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,15,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"204,412",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,16,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"185,144",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,17,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"210,176",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,18,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"214,775",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,19,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"213,995",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,20,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"208,998",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,21,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"207,649",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,22,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"192,986",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,23,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"175,255",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,24,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"196,086",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,25,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"200,761",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,26,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"208,370",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,27,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"208,539",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,28,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"207,946",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,02-Febrero,29,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"198,233",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,1,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"181,256",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,2,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"208,218",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,3,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"212,722",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,4,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"211,850",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,5,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"214,704",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,6,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"216,153",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,7,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"196,902",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,8,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"177,412",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,9,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"203,070",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,10,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"210,785",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,11,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"209,330",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,12,Capacidad Efectiva Neta (MV),"17.609,244",Generación (GWh),"208,466",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,13,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"207,097",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,14,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"197,323",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,15,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"174,491",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,16,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"200,288",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,17,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"203,736",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,18,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"203,128",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,19,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"201,100",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,20,Capacidad Efectiva Neta (MV),"17.609,333",Generación (GWh),"188,811",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,21,Capacidad Efectiva Neta (MV),"17.609,533",Generación (GWh),"175,679",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,22,Capacidad Efectiva Neta (MV),"17.609,533",Generación (GWh),"167,179",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,23,Capacidad Efectiva Neta (MV),"17.609,533",Generación (GWh),"170,901",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,24,Capacidad Efectiva Neta (MV),"17.609,533",Generación (GWh),"179,038",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,25,Capacidad Efectiva Neta (MV),"17.609,533",Generación (GWh),"175,175",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,26,Capacidad Efectiva Neta (MV),"17.609,533",Generación (GWh),"176,278",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,27,Capacidad Efectiva Neta (MV),"17.609,533",Generación (GWh),"176,326",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,28,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"173,513",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,29,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"165,076",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,30,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"172,450",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,03-Marzo,31,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"173,128",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,1,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"169,451",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,2,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"168,805",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,3,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"169,477",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,4,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"165,527",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,5,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"159,627",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,6,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"169,765",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,7,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"170,627",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,8,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"169,424",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,9,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"158,465",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,10,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"153,682",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,11,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"156,035",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,12,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"154,067",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,13,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"167,165",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,14,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"168,607",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,15,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"166,389",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,16,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"168,333",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,17,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"170,508",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,18,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"163,955",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,19,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"153,206",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,20,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"168,482",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,21,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"169,030",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,22,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"169,639",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,23,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"169,936",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,24,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"171,112",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,25,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"167,318",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,26,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"158,162",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,27,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"174,421",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,28,Capacidad Efectiva Neta (MV),"17.629,433",Generación (GWh),"174,520",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,29,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"176,071",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,04-Abril,30,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"176,496",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,1,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"163,895",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,2,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"165,879",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,3,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"156,883",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,4,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"174,690",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,5,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"179,036",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,6,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"181,266",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,7,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"180,373",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,8,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"179,982",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,9,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"176,187",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,10,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"161,727",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,11,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"181,526",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,12,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"181,731",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,13,Capacidad Efectiva Neta (MV),"17.637,233",Generación (GWh),"180,715",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,14,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"183,430",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,15,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"183,884",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,16,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"179,692",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,17,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"160,280",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,18,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"179,233",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,19,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"177,414",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,20,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"180,866",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,21,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"184,123",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,22,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"181,721",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,23,Capacidad Efectiva Neta (MV),"18.817,333",Generación (GWh),"175,610",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,24,Capacidad Efectiva Neta (MV),"18.827,233",Generación (GWh),"163,791",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,25,Capacidad Efectiva Neta (MV),"18.827,233",Generación (GWh),"167,491",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,26,Capacidad Efectiva Neta (MV),"18.827,233",Generación (GWh),"184,096",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,27,Capacidad Efectiva Neta (MV),"18.827,233",Generación (GWh),"177,950",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,28,Capacidad Efectiva Neta (MV),"18.827,233",Generación (GWh),"176,512",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,29,Capacidad Efectiva Neta (MV),"18.877,233",Generación (GWh),"177,110",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,30,Capacidad Efectiva Neta (MV),"18.869,433",Generación (GWh),"166,259",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,05-Mayo,31,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"152,892",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,1,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"176,064",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,2,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"178,291",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,3,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"180,668",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,4,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"183,459",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,5,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"188,224",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,6,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"173,702",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,7,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"157,821",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,8,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"182,981",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,9,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"184,664",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,10,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"176,508",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,11,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"179,296",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,12,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"178,717",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,13,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"175,057",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,14,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"160,026",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
2020,06-Junio,15,Capacidad Efectiva Neta (MV),"18.849,533",Generación (GWh),"164,339",Total 2020,"19.326,117","48.481,272","19.326,117","1.179.405,046"
